texto,estrela,positivo,categoria,preco,frete,dias_entrega,dias_estimado,atrasou
Houve avaria na embalagem. O produto foi para outro destino antes deste. A foto do produto não confere com o que recebi. O produto parece funcionar. Ainda não encontrei um aplicativo para testar,1,0,auto,40.0,15.1,33,30,1
"",5,1,books_technical,57.89,10.29,13,19,0
Gostei entregaram meu produto antes do prazo Obrigado ,5,1,cool_stuff,229.99,14.16,5,15,0
comprei duas cadeiras porem foi entregue apenas uma ,1,0,office_furniture,79.99,18.45,32,39,0
Recebi a encomenda bem antes do prazo...super recomendo!!!!!,5,1,perfumery,56.99,11.9,4,24,0
"APESAR DE TER CUMPRIDO PRAZO DE ENTREGA, NÃO RECEBI O PRODUTO CONFORME NF",1,0,telephony,79.9,15.31,11,29,0
chegou muito antes do prazo. em menos de uma semana,5,1,telephony,22.99,10.96,6,26,0
"Ótimo, foram muito prestativos !!.",5,1,computers_accessories,39.9,15.38,11,21,0
"",5,1,computers_accessories,20.9,12.81,5,20,0
"produto correto, foi entregue bem antecipado (2dd). Parabéns.",5,1,sports_leisure,614.99,12.66,2,14,0
oferece um produto e não entrega pode fechar as portas.. e como faço vou ser reembolsado...,1,0,fashion_bags_accessories,69.99,11.1,75,34,1
"Perfume original, boa fixação, porém a embalagem externa (caixa) é branca e tem apenas o nome do perfume e a escrita ""Tester"" ou seja é para mostruário de lojas, desagradável para presentear...",3,0,perfumery,64.0,13.11,5,9,0
"",1,0,sports_leisure,128.56,57.45,27,31,0
"O produto ficou parado nos correios por mais de 20 dias e até agora não foi entregue, bem como a empresa não entrou em contato comigo após a reclamação. Por isso desisti da compra.",1,0,sports_leisure,29.9,15.79,37,26,1
"O produto foi entregue corretamente, e até antes do prazo, porém, a sua qualidade é bem inferior ao esperado.",3,0,bed_bath_table,74.99,8.88,4,18,0
"",,0,telephony,19.9,7.78,5,13,0
"Produto devidamente lacrado, tudo certo.",5,1,sports_leisure,69.0,13.82,3,15,0
O produto é bom mas não deu certo com o espaço que desejo iluminar.,3,0,furniture_decor,101.0,19.9,9,22,0
"o mouse que eu queria veio errado, pois as especificações não são claras, eu pensei que o mouse era sem fio, porém o mesmo é com fio. Mas dentro do que foi ""pedido"" veio certo.",2,0,computers_accessories,14.99,18.23,18,19,0
"",3,0,bed_bath_table,24.9,10.96,7,23,0
Logo no primeiro dia já percebi um aumento da energia e disposição para fazer exercícios. ,4,1,sports_leisure,179.0,15.0,13,20,0
"Adorei, chegou antes do prazo",5,1,garden_tools,59.0,13.43,14,23,0
"",5,1,toys,68.0,11.09,11,24,0
"",5,1,home_construction,75.9,19.5,20,22,0
"",5,1,drinks,74.49,9.94,5,14,0
Produto chegou rápido e bem embalado.,5,1,health_beauty,39.8,23.0,12,27,0
"",5,1,furniture_living_room,49.9,17.97,13,21,0
Funcionou perfeitamente.,5,1,electronics,12.9,7.78,3,16,0
"",3,0,bed_bath_table,88.9,17.87,10,19,0
Por enquanto a minha avaliação sobre esta loja é ruim e não a recomendaria pra ninguém. Pois ainda não recebi o produto que comprei e nem sei se irei receber. Estou aguardando alguma resposta da mesma,1,0,stationery,99.0,27.42,36,30,1
"",5,1,auto,189.0,9.89,3,17,0
"",5,1,books_general_interest,39.9,18.23,6,24,0
Gostei muito do atendimento,5,1,drinks,55.49,9.94,4,18,0
"Entrega rápida, produto certo.",5,1,home_appliances,69.9,9.27,7,30,0
"",5,1,sports_leisure,84.9,33.48,13,37,0
"",4,1,baby,169.9,53.54,22,35,0
"",5,1,stationery,43.99,7.87,5,14,0
"",4,1,furniture_decor,29.9,13.37,10,23,0
A entrega foi mais rápida do que eu esperava. Super aprovada!,4,1,housewares,59.9,17.16,11,25,0
"Comprei vários produtos nesse pedido e somente isso não foi entregue. O q aconteceu, por gentileza?",5,1,housewares,49.99,16.11,16,26,0
Recebi o produto muito antes do programado,5,1,health_beauty,99.9,15.77,6,31,0
Muito prático e a entrega foi dentro do prazo.,5,1,cool_stuff,610.0,37.54,12,21,0
"",5,1,watches_gifts,213.9,16.25,13,30,0
"lannister como sempre, entregou certinho e dentro do prazo. recomendo muito",5,1,cool_stuff,55.9,17.96,15,28,0
Comprei 4 cortinas na 5°cortina que comprei veio bem menor que as outras...o pior que ficaram todas juntas...bem desigual ,1,0,bed_bath_table,74.9,13.54,7,23,0
Produto de boa qualidade. Boa opção de níveis de altura.,4,1,bed_bath_table,109.9,18.2,23,40,0
"",5,1,housewares,22.99,11.15,6,12,0
Item corresponde exatamente com o anúncio. Satisfeita ,5,1,construction_tools_safety,199.9,12.9,5,19,0
Mesmo com a paralisação o produto chegou antes do previsto. E vieram sem nenhum problema,5,1,garden_tools,53.9,8.11,14,20,0
Chegou em tempo hábil foi melhor que esperado ,5,1,housewares,129.0,18.73,9,18,0
Super recomendo .,5,1,home_appliances_2,48.98,23.1,14,33,0
"o produto não faz o que propõe infelizmente é fraco e a durabilidade na pele é bem pequena e, ainda possui brilho, com isto mostra as linhas de expressão. O vendedor é excelente, o produto é que não.",5,1,health_beauty,59.9,7.68,5,6,0
"",4,1,bed_bath_table,39.99,11.85,16,22,0
"",5,1,sports_leisure,215.0,23.33,14,28,0
Produto entregue dentro do prazo.,5,1,computers_accessories,39.9,15.79,11,23,0
"",4,1,telephony,29.99,15.1,19,25,0
"",5,1,watches_gifts,199.0,12.89,13,24,0
"",5,1,books_technical,19.9,11.85,14,24,0
"",5,1,telephony,7.0,14.1,11,28,0
Atendeu às expectativas ,5,1,garden_tools,49.9,20.99,7,19,0
Não é possível falar com a loja para tirar dúvidas sobre o produto.,4,1,telephony,39.99,7.39,5,13,0
"",5,1,fashion_bags_accessories,69.0,18.58,4,22,0
"Fiz o meu pedido e já venceu o prazo de entrega, e até agora não recebi o meu produto. Péssimo...não recomendo! Somente transtorno!",1,0,perfumery,99.0,18.57,33,30,1
"Produto correto, entrega no prazo. Vidro levemente lascado, defeito não sobressai nem afeta funcionamento. Ainda estou avaliando se o peso marcado não muda de uma hora para outra.",4,1,cool_stuff,29.5,13.08,5,17,0
"",5,1,air_conditioning,199.9,50.98,5,25,0
"Comprei marrom, veio preta",5,1,fashion_bags_accessories,49.9,7.78,7,23,0
"O produto é bom,só a entrega que demorou",1,0,housewares,33.99,18.23,17,37,0
Veio tudo certinho como no anuncio relogio muito bonito,5,1,watches_gifts,117.0,17.07,26,27,0
Muito bom chegou bem antes do esperando a choptime está de parabéns ,4,1,bed_bath_table,105.99,18.84,6,18,0
"",5,1,computers_accessories,49.9,17.63,11,29,0
"",5,1,housewares,209.9,15.97,2,15,0
"Comprei um produto pra entregar na minha casa,paguei frete,e deixaram no correio pra retirar, não é certo,porq cobram frete então?",2,0,watches_gifts,29.0,7.39,13,13,0
"",5,1,bed_bath_table,89.9,17.88,19,27,0
"",4,1,auto,14.99,7.78,7,14,0
Tudo ocorrido conforme esperado. Produto entregue e bem antes do prazo!,5,1,auto,108.9,18.56,6,17,0
Solicitei e paguei por dois filtros e só recebi um. ,1,0,pet_shop,59.9,18.3,17,31,0
"Produto nao entregue, enviado um dos itens da compra sem NF apenas com a cobrança, não poderá ser pago e queremos devolver o que veio incorreto.",1,0,telephony,199.0,16.14,9,32,0
"",4,1,baby,149.9,27.35,6,26,0
Fiquei satisfeito com o case. Entrega no prazo!,5,1,computers_accessories,31.9,8.11,3,13,0
"Recomendo preço bom de qualidade vem no prasso certo 
",5,1,sports_leisure,129.9,36.26,13,28,0
Muito bom o serviço de vcs gostei muito o produto chegou no prazo,5,1,perfumery,60.0,11.92,9,25,0
muito bom . entre super rapido,5,1,food_drink,29.7,16.4,6,17,0
"",5,1,pet_shop,119.0,40.82,13,26,0
"",5,1,health_beauty,99.0,19.93,10,26,0
"",5,1,stationery,17.33,15.23,5,20,0
entregue antesdo previsto,4,1,baby,14.0,18.23,11,27,0
A EMPRESA NÃO TINHA O PRODUTO QUE COMPREI E MANDOU UM OUTRO SEM NEM ME CONTACTAR PARA SABER SE EU QUERIA! RECEBI O PRODUTO E TIVE QUE DEVOLVER PARA TROCAR.,3,0,watches_gifts,126.9,51.61,9,23,0
"Produto de qualidade,entregue antes do prazo ",5,1,perfumery,259.0,17.57,8,27,0
"Produto muito bem embalado , entregue dentro do prazo.
",5,1,baby,149.9,19.29,13,21,0
Recebi tudo certo e antes do prazo de entrega,5,1,sports_leisure,149.9,15.8,18,25,0
Pelo o preço sabia que não era de muita qualidade mas resolvi assumir o risco... Produto razoável,2,0,bed_bath_table,65.9,16.22,23,19,1
"Loja excelente. Muito Bom, Obrigada",5,1,fashion_bags_accessories,49.9,7.39,5,9,0
"",5,1,housewares,24.8,18.23,5,20,0
"O produto maravilhoso, só não gostei da demora na entraga.",3,0,health_beauty,30.97,16.05,24,31,0
"Eu solicitei uma extensão elétrica com 3 entradas, ou seja deveria ser igual o da foto. 
Porém não vou realizar a troca, pois não tenho tempo de ir ao correio fazer a devolução.",2,0,construction_tools_construction,24.99,8.34,1,7,0
"",4,1,furniture_decor,21.5,7.41,7,13,0
Amei minha compra. lindaa a capa que peguei 😍😍😍 e resistente. Recomendo ?????,5,1,telephony,28.99,17.06,25,27,0
Igualzinho o que eu pedi. Lindo,5,1,costruction_tools_garden,29.45,12.48,15,25,0
"Só não dou avaliação maior porque passei pelo desconforto de achar que tinha caído numa fraude, pois recebi a nota fiscal sozinha num dia e só no outro dia recebi o produto.",3,0,health_beauty,459.9,16.97,8,33,0
"",5,1,baby,48.9,9.26,2,18,0
"Pelo preço está mais do que ótimo.A costura e detalhes sao bons,o tamanho é bom.Vieram em cores sortidas e não repetidas. São confortáveis de se enxugar.",5,1,bed_bath_table,149.0,44.84,6,11,0
"Comprei o kit de 3 peças, cobre leito com capa de travesseiro, só recebi o cobertor e na cor errada.
",1,0,bed_bath_table,149.0,21.68,11,20,0
"",5,1,garden_tools,49.9,17.6,20,31,0
"Lindo! 
Pintura bem feita. Ainda não testei.
Entrega rápida.",5,1,garden_tools,59.9,13.44,11,28,0
sempre compro neste site muito bom,3,0,luggage_accessories,55.9,15.15,15,27,0
"",5,1,housewares,85.0,16.19,8,21,0
"",5,1,stationery,40.9,17.92,17,26,0
"Recebi o produto antes do prazo,Eu ? essa loja.
",5,1,costruction_tools_tools,29.9,14.08,17,24,0
"",4,1,housewares,269.99,46.35,6,27,0
"",5,1,sports_leisure,39.9,9.34,4,15,0
"Ótimo produto,entrega rápida e super bem embalado.Super recomendo!!!",5,1,bed_bath_table,16.9,7.78,4,14,0
Bolsa maravilhosaaaa!!!!,5,1,fashion_bags_accessories,66.9,8.88,7,14,0
"Parabéns para loja, o produto chegou bem embalado, antecipadamente, recomendo",5,1,computers_accessories,140.9,14.33,7,29,0
"",5,1,home_confort,77.9,23.35,6,14,0
Não é possível tanta falta de atenção uma demora tremenda para receber o produto pra quando chegar vim errado e agora o q faço ???,1,0,computers_accessories,68.9,12.61,19,28,0
"",5,1,computers_accessories,119.9,27.38,9,29,0
"",5,1,perfumery,42.9,15.1,10,27,0
infelizmente recebi o produto danificado,1,0,garden_tools,48.0,11.74,7,27,0
Estou aguardando contato do stark pois comprei 4 produtos e só recebi 3,1,0,telephony,29.9,11.85,7,17,0
"",5,1,furniture_decor,89.9,41.39,12,35,0
"Entregue no prazo, produto conforme anúncio",4,1,watches_gifts,78.0,18.65,7,24,0
"Recomendo a todos. Produto de ótima qualidade, entregue sem problemas.",5,1,telephony,24.99,14.1,12,20,0
"",5,1,home_appliances,2090.0,65.35,10,30,0
"Amei a mochila, reforçada, material ótimo, e entregue antes da data prevista. ",5,1,luggage_accessories,45.9,17.92,9,23,0
Gostaria de saber porque meu produto ainda não chegou na minha residência.e ninguém me deu uma satisfação ou algo do tipo. ,1,0,electronics,9.0,15.23,26,18,1
"",5,1,sports_leisure,45.33,16.11,13,20,0
"Muito bom o produto, se comprou o produto certo, é excelente.",5,1,computers_accessories,339.0,28.63,16,36,0
Entrega rápida e ótimo produto,5,1,auto,139.9,20.22,13,29,0
"O produto chegou com defeito,não esta ligando",1,0,computers_accessories,35.7,17.63,19,37,0
Muito bom e recomendo. Parabéns ,5,1,home_appliances,121.0,18.95,11,14,0
"gostei muito,totalmente agil e confiavél,recomendo á todos!",5,1,auto,16.0,7.78,9,14,0
"Produto cfe. o combinado, entrega bem antes do prazo previsto.",5,1,toys,49.9,15.1,5,25,0
"O produto é bom.
Chegou antes do prezo ",4,1,luggage_accessories,85.4,19.84,26,32,0
"",5,1,health_beauty,89.49,8.39,5,18,0
"Produto foi entregue em tempo ágil, super recomendo ....",5,1,bed_bath_table,56.99,19.59,6,11,0
"Recebi o produto com muita agilidade e transparência. Chegou até antes do que eu esperava, para minha maior satisfação.",5,1,electronics,39.9,8.88,6,12,0
O produto chegou de acordo e tem boa qualidade. A estampa não é igual a foto e sim todo preto com visor transparente.,3,0,furniture_decor,69.99,8.64,8,23,0
Produto muito bom.,5,1,watches_gifts,368.8,11.33,3,6,0
"",5,1,industry_commerce_and_business,104.0,20.07,5,18,0
"vale a pena compra produto




",4,1,garden_tools,55.0,13.75,18,15,1
Fiz uma compra Para xá ultra 3223 mas feio outra ficou apertada. ,5,1,telephony,27.99,22.85,12,26,0
"",5,1,food,27.9,7.87,8,17,0
"",5,1,books_technical,57.89,19.38,15,36,0
"",3,0,cool_stuff,229.99,18.86,9,24,0
Produto chegou no prazo o problema que veio na frente da capa danificado faltado couro embaixo por sinal falam que couro mas não muito ruim !!! Não recomendo essa loja !!!!,3,0,telephony,27.99,8.4,8,12,0
"Obrigado,minha primeira compra nessa loja.Gostei do produto e meu filho amou.Deus Abençoe vocês.Um abençoado Domingo.",5,1,furniture_decor,79.99,13.14,20,24,0
"",5,1,cool_stuff,199.0,42.15,6,20,0
Amei comprar aqui adorei os produtos que eu comprei e a entrega super rapida,5,1,bed_bath_table,184.1,24.09,10,42,0
"Muito bom, comprei o produto , o prazo era extenso, porem , recebi muito antes do prazo final. ",5,1,fashion_underwear_beach,51.0,18.0,10,49,0
Poderia ser mais claro nas informações das dimensoes.,3,0,sports_leisure,26.9,18.29,7,19,0
"",4,1,housewares,16.99,15.1,5,23,0
ADOREI FICOU MUITO LINDO NA MINHA COZINHA!,5,1,garden_tools,59.9,17.67,12,26,0
"",5,1,baby,65.0,15.2,14,28,0
"",4,1,bed_bath_table,56.99,16.16,9,26,0
"Toalheiro simples, mas muito bom.
",4,1,housewares,52.66,12.67,9,26,0
"Recebi no prazo. Infelizmente a americana não me permiti comprar mais, pois não aprovou meu cartão de compras da loja, sendo que sempre compro no site. ",4,1,bed_bath_table,26.4,19.38,8,18,0
Entregue antes do prazo! Produto perfeito!,5,1,fashion_bags_accessories,39.9,15.23,11,19,0
Feliz com a compra,4,1,baby,109.99,27.21,7,13,0
Uma criança ficou sem receber seu presente de Natal!,1,0,toys,86.99,17.86,30,29,1
"Cuba impressionante de bela, nas lojas aqui custam cerca de 220,00, vale muito a pena!!!",5,1,garden_tools,84.9,36.14,9,23,0
"Entrega super rápida, produto de ótima qualidade, recomendo com certeza",5,1,fashion_bags_accessories,89.0,34.42,5,33,0
"",4,1,drinks,47.49,16.11,26,26,0
"Produto ótimo, de qualidade e muito bonito. Recomendadíssimo!!!",4,1,bed_bath_table,85.9,20.68,11,28,0
O pedido foi entregue bem antes do prazo limite estimado. Muito satisfeita.,5,1,watches_gifts,170.0,16.82,8,20,0
Excelente produto ,5,1,sports_leisure,109.99,29.7,20,33,0
Creme chegou certinho com o selo de autentico.,5,1,health_beauty,199.9,24.2,3,21,0
"Compra tranquila, produto entregue no prazo estimado.",5,1,office_furniture,139.99,34.34,28,42,0
Gostei do produto....foi entregue corretamente..,3,0,housewares,37.0,18.23,13,41,0
ótimo recebi no prazo,4,1,construction_tools_construction,49.99,22.06,13,30,0
"A entrega foi no prazo, tudo conforme o previsto, recomendo.",5,1,construction_tools_construction,109.9,8.53,3,11,0
"Muito bom!
Me deram um pra de entrega de 17 a 19 dias úteis com prazo máximo de entrega até 13/07.
Com tudo recebi o produto em muito menos tempo.
Parabéns 
Recomendo 
",5,1,pet_shop,168.49,19.87,15,44,0
"",5,1,cool_stuff,269.9,19.17,29,25,1
"",5,1,furniture_decor,299.0,28.17,8,30,0
"",5,1,sports_leisure,53.9,11.77,11,31,0
"",5,1,computers_accessories,31.9,16.79,8,28,0
Eficiente. Entrega na data prevista.,5,1,housewares,169.9,35.81,19,41,0
"",5,1,watches_gifts,1105.0,34.27,10,29,0
Muito bonita e funcional. Mas infelizmente veio com um arranhão.,4,1,housewares,50.0,19.04,14,28,0
"Achei bem magrinho. Diferente da foto.
Deixou a desejar. Se soubesse mandaria uma costureira fazer. Sairia melhor e mais em conta.

 O fabricante deveria não poupar no enchimento. Qnt mais cheiomel",3,0,bed_bath_table,124.9,23.74,27,26,1
"Eu recomendo, tapete fino mas com pelos macios.",5,1,home_confort,269.0,17.18,4,11,0
"",4,1,health_beauty,61.99,27.49,18,20,0
CHEGOU NO PRAZO E O MATERIAL DO PRODUTO É DE ÓTIMA QUALIDADE.,5,1,sports_leisure,53.49,22.87,14,21,0
Na foto o produto e um e Na hora que o produto chegou e totalmente diferente .,1,0,health_beauty,220.99,28.09,26,39,0
"Entrega bem antes do prazo, material bom, gostei muito e recomendo.",5,1,bed_bath_table,89.9,17.07,13,32,0
"O produto entregue vale 40% do valor do produto comprado, ",1,0,pet_shop,69.9,19.46,22,24,0
O produto foi entregue quebrado e minha funcionária foi intimidada para receber a caixa mesmo ela estando toda amassada. Já registrei o problema e até agora não obtive nenhuma resposta.,1,0,baby,50.0,16.6,8,30,0
Super rapido e tranquilo.,5,1,health_beauty,27.75,9.27,3,22,0
"",5,1,desconhecida,169.0,25.0,8,43,0
"",5,1,sports_leisure,79.0,16.31,14,29,0
Comprei o produto no dia 6/8 e no dia 17/8 ainda não tinha sido entregue.,1,0,telephony,170.0,25.54,8,10,0
O óculos veio com as lentes arranhadas e tive que ir nos Correios retirar a mercadoria. Essa loja nunca mais.,1,0,fashion_bags_accessories,48.0,7.78,5,13,0
"Loja muito boa, confiável, rápida na postagem pra entrega, recomendo muito!",5,1,computers_accessories,41.9,11.85,17,18,0
"",5,1,garden_tools,49.9,17.6,10,22,0
Muito bom recomendo!!,4,1,office_furniture,139.94,44.56,17,36,0
"",3,0,sports_leisure,53.9,11.88,14,23,0
"",5,1,toys,94.9,14.83,10,25,0
"",4,1,health_beauty,69.0,16.91,18,27,0
"Amei os produtos, organização show para meu closet!!!!",5,1,housewares,169.0,22.89,17,46,0
"Um ótimo auto transformador, serve para muitas e muitas utilidades.
Ótimo, recomendo.
Foi entregue tudo certo, valeu.",5,1,garden_tools,99.99,50.99,9,15,0
Veio até antes do prazo adorei do jeito que eu esperava ,5,1,bed_bath_table,99.9,13.38,4,10,0
Eu comprei uma bicicleta GTS M1 só que veio outra bicicleta fora que o canote não entra no quadro o quadro veio riscado e totalmente diferente do produto que adquiri eu só vou recomendar a loja,4,1,sports_leisure,899.99,87.16,23,25,0
A compra foram dois controles e chegou um. Cadê o outro?,1,0,electronics,23.7,15.1,12,23,0
"",4,1,industry_commerce_and_business,120.0,54.9,7,6,1
so achei que a entrega seria rápida como a entrega do stark mas chegou no prazo previsto pela loja não tenho com que reclamar chegou tudo perfeito obrigada,5,1,consoles_games,689.89,20.04,10,29,0
"Recebi o produto antes do prazo, produto excelente atendeu minha expectativa",5,1,sports_leisure,39.0,8.88,3,10,0
"Parabéns ao stark.com, recebi o produto bem antes do prazo estipulado, recomendo.",5,1,sports_leisure,29.49,15.1,9,22,0
Deu tudo certo ,5,1,sports_leisure,45.0,18.23,8,27,0
"Incrível trabalho que foi feita, produto entregue muito rápido, em uma semana já estava na minha casa, recomendo a todos, vale a pena.",5,1,health_beauty,325.0,10.47,5,18,0
